itemid,usernick,date,content,sellerid,seller,开店时间,卖家信誉,好评率
17019553913,清***8,2018/5/26 17:19,升级了主板，机器很强大，杠杠的！赞！服务很好。,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,c***8,2018/5/26 17:13,第一次在网上买电脑这么个大件，一次点亮很满意！,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,q***0,2018/5/26 17:05,东西收到了挺不错的，还再用，打游戏不错还在用时间长点才能看出来哈，,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,x***1,2018/5/26 16:41,电脑非常给力，贝贝服务很好。,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,荣***官,2018/5/26 16:37,子敬棒棒棒哒哒哒,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,t***0,2018/5/26 16:26,很好，无脑买电脑，感谢，小七，和感谢小贝，手把手教,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,c***0,2018/5/26 16:18,苍云不错，东西很给力，玩吃鸡一点压力没有，质量也挺好，服务态度不错,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,赵***枫,2018/5/26 16:16,苍云不错，棒棒的。客服热情，包装结实。,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,t***2,2018/5/26 16:10,白狐服务很好,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,8***化,2018/5/26 16:10,买一套啰嗦再买风扇，买完一个推荐买4个，最后发个垃圾显卡，点不亮屏,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,l***5,2018/5/26 16:03,第一次购买他们家电脑，简直完美，不吹不黑，客服小雷很贴心，五星好评，老板记得给他加鸡腿哦?包装也很到位，机箱很炫酷，虽然有点大比较占位置，但是帅啊?,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,宝***亲,2018/5/26 15:50,机子不错，性价比很高，客服洛洛等等都还不错,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,爸***8,2018/5/26 15:44,速度很快，这个我一个用没有问题，用来做文件挺好的,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,琰***钰,2018/5/26 15:41,买了很次了，公司当客服电脑用挺好用的。,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,l***2,2018/5/26 15:22,客服子贵很好哦，机子还是很不错的，,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,x***u,2018/5/26 15:15,美,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,w***1,2018/5/26 15:12,很不错的东西就是能不花屏死机就更好了     希望换的新显卡能认真测试过别再折腾我了   售后的服务态度速度都挺不错的,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,李***6,2018/5/26 15:08,物流超快。试了下主机真如店家所说的好,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,人***奈,2018/5/26 15:04,用着很不错 子贵服务好,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
16109378213,w***1,2018/5/26 22:22,这才用了 多久 居然死机了 太失望了 最主要我电脑也没安装大程序软件 刚才 我一个一个链接找资料，找了半个多小时基本找齐，草 电脑 居然死机，白忙活了， 太可恨了。 气的我 我把手都拍疼了,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,t***4,2018/5/26 22:21,目前使用效果很好。噪音小，很炫，不错，客服小鞋，芝芝，小奋，小毅服务态度好，一次不错的购物，目前还没有什么问题，等用段时间在看,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,z***9,2018/5/26 22:17,这啥情况   买回来不到两天  死机   蓝屏  我也是醉了,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,天***m,2018/5/26 22:05,发货速度很快，机器还不错。非常感谢客服小东、小关、小悦、小毅的对我提出问题的耐心解答,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,松***l,2018/5/26 21:18,此用户没有填写评论!,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,t***7,2018/5/26 21:06,第一次在网上购买电脑，被这优惠的价格震惊到，在与客服几次的联系洽谈各配件后就购买啰，物流也是棒棒的很快的将电脑送到我这，使用几天有任何问题客服都非常热心协助解决，在这感谢服务过的所有客服：小舟.小贝妹纸.小虫.小雨.小吉.子布，感谢你们。,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,t***9,2018/5/26 20:58,下班回家一次点亮，买的东西都完好。 感谢客服（小图 露露）,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,w***8,2018/5/26 20:46,总得来说，还是满意的！ 就是主机的侧盖有一个刻痕，有点美中不足。 送的键鼠套装，很好用！ 客服很耐心，遇到的问题都解决了。 希望时间长了不会缩水吧。好评！！！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,我***r,2018/5/26 20:19,收到货后到现在还没有开始使用，先给好评吧,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,夜***塔,2018/5/26 19:59,橘子棒棒哒，橘子很热情！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,飞***i,2018/5/26 19:35,不错哦  桔子棒棒哒，桔子很热情,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,隔***1,2018/5/26 19:25,开着LOL玩DNF都可以，守望先锋都行,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,洪***1,2018/5/26 18:23,东西还是可以的，开机挺快的，小梓客服人挺好,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,x***伤,2018/5/26 17:56,主机总体还行吧，就是游戏有时候页面加载不出来，还会经常掉线。不知道什么原因。,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,我***驴,2018/5/26 17:43,还行吧，吃鸡开高特效没问题，就是有时候开机会有点卡！重启两次就恢复正常了，不知道什么鬼！！求工作人员联系我！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,你***逼,2018/5/26 16:18,此用户没有填写评论!,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,别***我,2018/5/26 16:11,婉儿太好了 我爱你  婉儿  帮我解决了十万个为什么的问题    哇哦,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,皇***亓,2018/5/26 15:46,用了几天，挺不错的,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,j***2,2018/5/26 15:19,不错的，第二次买了。618有活动再来买个1080ti,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,我***7,2018/5/26 14:54,此用户没有填写评论!,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
5.57E+11,闰***设,2018/5/26 5:35,开箱大大的惊喜，物超所值，玩起游戏挺流畅，好评好评,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,1***l,2018/5/26 5:31,老板真是太好了，发了好多赠品，机器用起来也挺棒的，玩游戏的体验很好,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,黄***8,2018/5/22 23:14,曲屏超大 看着舒服 超高清 很喜欢,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,0***0,2018/5/20 23:09,不错，发货快，收到装上就撸，非常流畅,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,你***财,2018/5/20 13:27,好,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,r***9,2018/5/20 12:55,好,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,莎***7,2018/5/18 22:39,很好，用着不错！,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,更***了,2018/5/18 14:03,先用着看看怎么样。好的话再来追评,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,什***要,2018/5/12 8:06,用了几天非常不错，没什么问题,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,格***鬼,2018/5/11 16:42,物流很快，电脑玩游戏流畅不卡,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,张***n,2018/5/11 12:06,宝贝现在很好，等使用一点时间追评,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,w***h,2018/5/9 15:51,客服推荐的不错，反应灵敏，玩游戏很畅快，服务也很好，超赞的,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,m***0,2018/5/6 22:07,总体感觉还是可以的，不错！,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,b***1,2018/5/3 13:51,物流很快，质量挺好，性能也挺好，性价比高，满意,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,z***o,2018/5/2 15:33,宝贝收到了，包装很好，快递很给力，很好安装，用了不错，质量很好，画面清晰，玩游戏很好，满意哦,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,z***律,2018/5/1 17:15,很好，值得购买！,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,x***0,2018/5/1 14:08,呃，大哥说频好大，头要扭来扭去的,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,啦***0,2018/5/1 11:40,满意！满意！满意！,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,天***右,2018/5/1 10:32,真心不错，己运行两周了，开机快，吃机爽歪歪,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,w***8,2018/5/1 10:24,又买一台没问题，好用,3251413045,义阳电脑,2017/4/17,983,1
16109378213,独***落,2018/5/26 14:19,伯亦，芝芝，小淮，小琦很棒呢，电脑也不错就是我的宽带网线拉不过来过几天招人再说，Win10系统好多游戏要购买&hellip;&hellip;,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,q***4,2018/5/26 13:04,货已收到，很好！！刚开始用，很好用,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,x***1,2018/5/26 12:45,电脑用了几天了，非常满意，遇到一个问题，元让工程师非常快速指导解决，再次感谢元让工程师，感谢宁美国度！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,x***4,2018/5/26 12:27,这个主机性价比还是很高的，对比了京天，攀升，还是宁美的好，主机到了装起来，吃鸡没有问题，跑分各方面没问题，用了一段时间，稳定性也比较好。 就是自己买了四个风扇，装前面风扇的时候发现螺丝孔很小，自己没有工具，勉强攻大螺丝孔装上了哈哈。 服务也是特别好 奕含不错 机箱收到货的时候发现顶盖裂了一个角，联系客服后给我补发了。 键鼠这边玩刺激战场出现了跑跑停停的不定期失灵现象，联系客服后也是给我补发了新的键鼠，当时正好赶上活动，标准版和升级版一个价格，问了客服之后，愿意把给我补发的标准版键鼠升级到升级版！宁美的服务态度给满分！挺满意的！奕含不错！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,郑***m,2018/5/26 12:27,水儿不错哦,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,t***1,2018/5/26 11:53,还行   还可以!,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,l***1,2018/5/26 11:42,玩游戏6开没问题、一点也不卡、鲁大师跑19万分、还可以、后期再追评吧、哦忘了说快递超给力哦，两天就到了，开心(?????????),595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,h***i,2018/5/26 11:41,不知道哪来的这么多好评,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,七***服,2018/5/26 11:26,销量是宁美国度吸引我的第一原因，正所谓一见钟情，NO1必有原因，王者绝非偶然。打开主机的配置界面，宁美国度使用的显卡，主板，内存皆是一线品牌。主机机箱采用透明可视设计，配合风扇荧光流转科技感很强，散热效果明显。物流快速，安全，装箱师傅很用心，用了两层纸箱，中间还用了塑料气袋减震保护主机运送。客服回答热情，本来是电脑小白的我在客服的细心指导下，第一次成功安装了显卡。因为英特尔8系列是最新处理器，所以配置了最新的win10系统，这也是未来的大势所趋，给我的感觉是这个系统配合了固态硬盘开机和使用速度都很快，有不懂的可以问宁美国度无所不能的技术姐姐，她会对你一一解答。最后感谢在本次购机中对我耐心解答的小谦服务很好，笑笑服务很好。,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,大***童,2018/5/26 11:23,品牌还是品牌 这家店铺售后服务都非常不错 总体来说非常满意，子布的服务我挺认可的 还有其他工作人员 耐心的解答  中间圆通快递发生了小意外 都很耐心的帮我跟进 拿到电脑就玩了两把lol 非常nice 极力推荐,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,i***0,2018/5/26 10:49,此用户没有填写评论!,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,w***3,2018/5/26 10:47,机箱美观大方，性能强劲，配置足额符合描述。鲁大师检验过分数很高。,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,梦***梦,2018/5/26 10:29,主机挺不错的，运转的时候声音非常小。客服小悦，小吉，小可也是非常热情，有问必答。好评！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,m***2,2018/5/26 10:08,质量可以，运行速度很快,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,5***0,2018/5/26 10:04,子布服务棒棒哒???,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,雪***弟,2018/5/26 9:51,客服服务态度很好！很好！很好！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,l***4,2018/5/26 9:34,一如既往的好，无数次购买～,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,觅***y,2018/5/26 8:49,"质量非常好,与卖家描述的完全一致,非常满意,真的很喜欢,完全超出期望值,发货速度非常快,包装非常仔细、严实,物流公司服务态度很好,运送速度很快,很满意的一次购物",595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,p***x,2018/5/26 8:41,主机不错，性价比很高，谢谢小鞋客服的耐心讲解，必须好评！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
16109378213,w***y,2018/5/26 7:41,感谢小格妹子的耐心解答！谢谢！下次再买，还找你！！！再次感谢！机器一次点亮，安静，大气，速度嗖嗖的！宁美国度让人放心的店铺！,595397331,宁美国度官方旗舰店,2010/11/2,86876,1
5.57E+11,李***6,2018/5/1 3:13,很大屏 玩的很过瘾 超高清 很喜欢,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,啧***4,2018/4/18 18:34,绝对的良心价格，机子也非常的高大上,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,炮***丶,2018/4/8 11:15,心满意足,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,李***叶,2018/4/4 13:21,"评价方未及时做出评价,系统默认好评!",3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,黄***6,2018/3/28 14:12,电脑很不错，值得购买。建议内存可以配大一点，,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,t***0,2018/3/27 9:35,差评改的号好评，卖家也答应了要解决我当初出现的问题，后续有什么问题卖家逃脱解决我会再来评价的。,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,c***1,2018/3/24 16:52,还不错，整体很流畅，超大屏看着很舒服，客服态度也很好，先用段时间再追评。,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,w***8,2018/3/23 13:09,电脑非常流畅好用,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,哈***的,2018/3/22 19:29,简直爽到爆，曲面屏幕感觉视觉效果很好???? 就是物流有点慢，派送送了一天，早上8.30开始派送，6.15才送来,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,缘***8,2018/3/21 1:11,怎么说呢   电脑不错  很大气  买来用了一个星期了      快递过来很大  包装的很好  要两个人抬  电脑到了  我安装了steam   lol  cf  然后跑分210000   吃鸡特效开低中可以玩   还不错  我在用一段时间看看,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,寂***岛,2018/3/20 17:30,卖家发货很快，物流也很快，服务态度也很好，不错。机器用了两天还不错。卖家回复很快,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,q***3,2018/3/20 11:52,加配1070T 16G 640固态 1万的电脑，不能理解开机还要50秒。解释50秒开机很正常？？？那我还加配干嘛呢，难道这是一体机和台式机的区别吗？玩吃鸡 进到画面会有些噪音，像电流声&hellip;&hellip;卖家叫我拆机碰一下线路，本人表示不会。 一体机主要是整洁，没有这么多线路，屏幕如果没有这么大，显卡肯定放不进。以后追评吧&hellip;&hellip;,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,冬***霜,2018/3/14 10:26,用了一个星期，感觉有几点，玩游戏无压力，影音无压力，显示器需平视，否则有些许角度带来的不清晰，系统强烈建议预装正版，不然会卡顿，开机不流畅，系统自检等非常影响体验的问题。影音插孔严重不科学，在机器的最下面，插拔特别不方便，而且用了音响就无法用耳机，不过是不是可以解决还在摸索，但是插孔差评。。没有蓝牙也是小遗憾，不过买前就知道，只是建议安装下。。。继续体验，并如实写追评，希望能给买家提供有用的判断，也能让卖家尽量做到完美。,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,s***4,2018/3/14 0:54,买来送父母的，家人很喜欢。,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,我***啊,2018/3/12 15:49,电脑刚到学校迫不及待的安装好玩了一把游戏 用着非常舒服，开机六七秒就开了 软件读取速度也很快，总体来说很棒，用段时间再来追评,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,w***6,2018/3/6 20:52,不错,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,w***8,2018/3/5 23:03,质量很好，配置非常棒，很划算。,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,动***踢,2018/2/23 13:07,机子到了，开机试了一下，真心不错，速度很快。机子大气好看，赞,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,b***i,2018/2/2 16:45,总体可以吧，卖家人也很好，就是电脑会咚咚咚的响，一直没找到病因，总体可以！,3251413045,义阳电脑,2017/4/17,983,1
5.57E+11,t***7,2018/2/1 19:21,买来吃鸡的，重做了系统，玩游戏还是可以的，唯一不好就是没蓝牙，这点不太习惯,3251413045,义阳电脑,2017/4/17,983,1
5.59E+11,q***1,2018/5/26 13:22,电脑收到，很大气，玻璃面板很美观，开关机速度都快，电脑很好用,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,爱***裔,2018/5/26 13:09,不得不说这个快递真的快，发货后一天半就到了，这个机器是朋友推荐的，他也是买了以后感觉好用推荐给我的， 收到以后就开机开始玩，电脑很流畅，客服也很细心的告诉我。 不错满意的一次购物。,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,上***8,2018/5/26 13:03,还可以吧，六个风扇，看着挺帅气的，用着也可以，朋友说这个价钱买了可以用个两三年，挺便宜的，朋友都问多少钱，,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,s***4,2018/5/26 13:03,电脑主机很好,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,t***7,2018/5/26 12:52,非常垃圾，特别卡,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,巴***7,2018/5/26 12:17,电脑到了。客服服务很好，很细心，电脑用起来不卡，玩穿越过钱。一点不卡，屏幕显示清晰。非常满意的购物,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,t***0,2018/5/26 11:47,机箱非常好看。开机10多秒。我用来玩传奇的 挺流畅 一边玩一边看电视 显示器也挺好看 用这个玩手机模拟器吃鸡 非常流畅,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,良***舍,2018/5/26 11:47,主机已经收到很多天了，用过才来评价的，性能稳定，外观也漂亮，客服态度不错，总体满意,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,t***8,2018/5/26 11:41,不错,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,权***花,2018/5/26 10:27,挺好,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,z***0,2018/5/26 10:19,物流很快就到了，客服人员讲解的很详细，产品质量非常好。,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,t***4,2018/5/26 10:17,很好看，运行速度很快，玩刺激战场用，很流畅，客服态度好，赞,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,d***e,2018/5/26 9:43,普通办公完全可以用，性价比还算不错，物流保护还是可以的。,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,f***9,2018/5/26 9:17,电脑启动非常快没有杂音很安静鲁大师跑分也不错主要是价格很合理带个显示器客服也很热心解答一次不错的购物准备介绍我朋友电脑确实不错！,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,s***0,2018/5/25 23:55,速度非常快，至少比我之前笔记本要好多了，一点都不卡，还有客服非常好！,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,止***客,2018/5/25 23:14,第一次在网上买这么贵重的东西，开始内心十分忐忑，但是店家没有让我失望，配置跟介绍的一模一样，吃鸡中等特效完全无压力，电脑跑分也很高，LED灯风扇炫酷，静音散热。送的显示器很好，全5星好评，一些不懂的电脑问题技术小姐姐也及时给方法解决。全5星好评！固态硬盘读写速度就是快,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,t***4,2018/5/25 22:35,莫名其妙，我还没有收到货,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,我***识,2018/5/25 22:18,我的是套餐二的，主玩cf，很好很耐用，客服有问比达很有耐心解说，如果不是玩吃鸡的，可以我建议买套餐二足够了，几个热门游戏都可以玩，大家放心够买，,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,耀***火,2018/5/25 22:03,此用户没有填写评论!,3012519484,零微国度数码专营店,2016/10/14,86876,1
5.59E+11,l***6,2018/5/25 21:46,对于我一个拿来办公用的，一套餐处处有余了，还可以玩lol跟qq飞车，cf还没试过，主机外观很完美，性价比超低，主机跟显示器是分开发货的，到时候还会再买一两台，超级喜欢这个电脑，一点也不卡。,3012519484,零微国度数码专营店,2016/10/14,86876,1
17019553913,h***1,2018/5/26 14:59,你们的客户暖暖服务态度非常好。,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,q***0,2018/5/26 14:58,顺利点亮，使用感觉飞快，开机8.8秒，很安静，目前一切正常。小板刚看觉得有点不习惯。购前询问了不少问题，小华的导购很热心；装机时问了显卡的电源问题，子敬的解答也很细致。,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,简***蓝,2018/5/26 14:48,东西很棒，跑分将近三十万。速度很快，希望后续没问题。 夏夏服务很好，很专业 子阳服务很好，很专业 子陵服务很好，很专业,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,h***c,2018/5/26 14:42,用了几天，打开优酷有点卡顿，其他还算流畅，主机太大电脑桌放不下?总体满意,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,t***4,2018/5/26 14:25,电脑还用起来不错，外观很科技，客服 子贵服务不错,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,z***3,2018/5/26 14:09,东西相当满意，虽然没有照片视频推介给你们，但是用了这么久才来评价，是真实体验，吃鸡跟网吧感觉差不多，其他游戏完全无压力，妥妥的玩高兴，开始运输把包装弄坏，还有点担心，拆出来没有任何问题，如果客服再优惠我点钱，我就再买一台送我弟弟，优惠就回复我吧,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,夜***吹,2018/5/26 13:46,不得不说这个主机真没让我失望。非常不错，至于客服乐毅那也是很辛苦的全程教学，感谢了！,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,明***然,2018/5/26 13:21,不好意思特意用了一天才来付款的，但是真的好，值得购买，再提一句顺丰快递的哥哥真心不错,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
17019553913,k***2,2018/5/26 12:55,东西不错，贝贝服务好,1097280647,京天华盛官方旗舰店,2012/12/4,86876,1
